sID	danger	order	coma_check_a	coma_check_na	complication_check_a	complication_check_na	danger_strength	justification_a	justification_na	preventive_strength	singular_query_a	singular_query_na	Attention_Confirmation	Age	Sex	Technical_issues	Duration (sek)
700	strong	non_attack_first	1	1	2	1	7	As this patient suffered from complications during surgery, we can be sure that he didn't lapse into a coma and this was almost due to him being administered the blood thinner prior to surgery.	It is unclear, as the patient didn't suffer from complications during surgery. Although, we can be pretty certain that as patient 55 was administered the blood thinner prior to surgery, he wouldn't have lapsed into a coma if complications did arise.	11	11	1	1	66	2	None.	584
704	strong	non_attack_first	1	1	2	1	2	The blood thinner seemed to prevent coma in patients that had the complication. Therefore, it should be said that the blood thinner had an effect.	The complication that caused coma didn't occur, so it can't be said that the blood thinner prevented him from going into a coma.	10	10	2	1	36	1	-99	393
708	strong	non_attack_first	1	1	2	1	8	Because this shows that the blood thinner is quite likely to have did what was expected if the complication arose, which is to prevent a coma	Although it cannot be determined that the blood thinner prevented the patient from lapsing into a coma 100% it is quite likely that it was responsible for it considering the results for all the other patients who received	11	9	9	1	46	1	-99	752
719	strong	non_attack_first	1	1	2	1	11	In the second sample, everyone who didn't get the blood thinner and experienced the complication lapsed into a coma whereas everyone in the first sample who had the complication did not. Therefore, I can confidently say that given that the complication did occur in this patients case, I can be confident that it was the effects of the blood thinner that prevented them from lapsing into a coma.	The patient avoided falling into the permanent coma there was no complication so in this patients case the blood thinner wouldn't have made any difference. based on the evidence supplied.	11	11	1	1	28	1	none	900
728	strong	non_attack_first	1	1	2	1	11	Because the results show it is very very very unlikely that to fall into a coma due to the blood thinners. I would always hesitate to say it is 100% effective though.	Looking at the results, no one who received the blood thinner fell into a permanent coma and those who did have a complication did not fall into a coma. However, because everyone who didn't receive the blood thinner and experienced a complication fell into a coma, I would hesitate to say that the blood thinner is 100% effective because a tiny percentage of people may not respond to the blood thinner treatment. However I would say this is extremely unlilkey and most people who have the blood thinner and a complication would not fall into a coma.	11	10	10	1	27	2	no	633
729	strong	non_attack_first	1	1	2	1	11	In the clinic with the placebo, every time the complication occurred they always went into a coma, therefore the only difference is the blood thinner, so the blood thinner prevented it.	In both clinics when the complication didn't occur, the patient did not go into the coma, so it was the doctors ability rather than the blood thinner in this case.	11	11	3	1	27	2	-99	1179
740	strong	non_attack_first	1	1	2	1	4	All of the patients that had the blood thinner did not slip into a coma, therefore it appears 100% successful	120 patients received the blood thinner - 30 had complications, so 90 did not so its around 75/25	11	11	8	1	63	1	None	874
750	strong	non_attack_first	1	1	2	1	11	I am certain that the patient avoided permanent coma due to the blood thinner because we can see that 100% of patients who had a complication during their surgery and did not receive a blood thinner fell into a coma. Therefore, I have reason to believe that there is a 0% probability that you can have a complication occur without blood thinner and still avoid permanent coma. Hence, the avoidance of coma was certainly due to the blood thinner.	The patient did not fall into a permanent coma because the complication (i.e. blocking of the artery) did not occur. I gave the answer 'certainly wasn't' because there have been no cases of patients falling into a coma without having suffered from the complication, either in the blood thinner trial or in the placebo trial and hence I have no reason to think that there is any chance of a coma resulting from a case with no complication. Therefore, patient would not have fallen into a coma whether or not they received the blood thinner.	11	11	1	1	20	2	-99	521
751	strong	non_attack_first	1	1	2	1	11	All of the patients who had complications fell into a coma if they did not receive the blood thinner	Patients only fall into a coma without the blood thinner if there is a complication	11	11	1	1	27	2	-99	420
763	strong	non_attack_first	1	1	2	1	4	In the placebo group every person who had complications lapsed into a coma, where as this did not occur at any with patients who had complications with the blood thinner	Many of the patients who received the placebo did not fall into a coma, so there was a good chance the patient wouldn't fall into a coma regardless of the blood thinner	10	10	6	1	29	1	N/A	1015
370	weak	non_attack_first	1	1	2	1	2	I am not a scientist so how could I know for sure?	They didn't have the complication so irrelevant.	8	7	1	1	29	2	none	373
377	weak	non_attack_first	1	1	2	1	3	Based on the results of the placebo for patients who had a complication during surgery.	Based on the results of placebo there is a chance he did not lapse into a coma which was not due to the intervention.	11	6	4	1	31	1	-99	461
379	weak	non_attack_first	1	1	2	1	5	Similar to last question, the thinner prevents the coma but unsure if the patient would have been fine without  it	Results show receiving the thinner definitely prevents the coma, but this patient may have been fine without it	11	8	8	1	33	1	All good	1503
382	weak	non_attack_first	1	1	2	1	6	Everyone who had taken the blood thinner and experienced complications did not lapse into coma.	Everyone who had taken the blood thinner did not lapse into coma regardless of whether or not they experienced complications or not.	11	11	10	1	26	1	-99	741
396	weak	non_attack_first	1	1	2	1	6	Among patients who develop the complication, there is a 50/50 chance of coma without the anticoagulant. Therefore there is a 50% chance the complication would not have occurred anyway.	Ignoring problems with randomisation and demographics in the trial, the blood thinner appears to only prevent coma in patients who experience the complication. The patient did not experience the complication therefore the blood thinner had no effect.	10	6	1	1	29	1	-99	670
401	weak	non_attack_first	1	1	2	1	5	The surgeon did block the artery.  When the artery is blocked falling into a coma is likely but not definite.  Taking the blood thinner prevents coma 100% but not having the blood thinner gives a much higher change of going into a coma.  It is likely the blood thinner prevented coma but this patient may have not fallen into a coma anyway.	The surgeon did not block the artery with patient 55 so it is not possible to tell what effect the blood thinner had.  As the complication did not occur the patient did not go into a coma.	11	9	1	1	43	2	None	569
416	weak	non_attack_first	1	1	2	1	9	Although some patients in the placebo group did not lapse into a coma after the complication, many did, so it stands to reason that the blood thinner had a high chance of helping this patient avoid the coma.	It wasn't the blood thinner because the complication did not occur and so the thinner was irrelevant. No patients in the placebo trial fell into a coma without the complication occurring suggesting that the complication is the only reason for coma.	10	9	1	1	27	2	-99	388
418	weak	non_attack_first	1	1	2	1	7	While it's likely the blood thinner helped, this patient had a chance of surviving even without the blood thinner so it's hard to say whether or not the blood thinner played a particularly large role in protecting them.	As the patient did not encounter the complication it is hard to say whether or not they avoided it due to the blood thinner or just due to natural reasons. It appears that the blood thinner does not lower the chances of the complication but only of the coma, so it may have had an effect but it would be difficult for me to say.	11	9	3	1	22	1	-99	640
435	weak	non_attack_first	1	1	2	1	6	Without the blood thinner the patient had a 50/50 chance of going into a coma. So it is impossible to know whether the blood thinner actually prevented the coma.	The coma is attributed to the complication (which is something the surgeon accidentally does). So if the complication does not occur, then the results suggest the coma cannot occur. Therefore the blood thinner has no affect either way if the complication does not occur.   This is supported by the results. (In the placebo group there were no patients that lapsed into a coma without the complication taking place.  Complication = 50% chance of coma).	11	6	1	1	46	2	-99	1984
439	weak	non_attack_first	1	1	2	1	6	in comparison to the placebo group, many who had the the complications went into a coma but the group issued with blood thinners had no one in a coma though there were complications	Based on the 120 people who were chosen, no one had a permanent coma however, the sample size is is too small and there are many other factors that will need to be controlled in order to come to the conclusion that blood thinners were the reason why no one had a permanent coma. Based on the evidence above it is safe to allude that the blood thinner is key to preventing a permanent coma.	8	8	8	1	19	1	-99	953
443	weak	non_attack_first	1	1	2	1	9	For the patients who did not get the thinner, if they got the complication there was a high chance that they went into a coma, but not all the time (maybe 80%?).  Therefore there is a high likelihood that this patient would have fallen into a coma if they didnt receive the blood thinner but they may also have been one of the few who did not go into a coma without a blood thinner.	Because patients in both conditions had a roughly equal chance of having the complication, but only those who did not get the blood thinner had a chance of then falling into a coma.  Therefore, the blood thinner does not appear to stop the complication, but only the coma.	11	9	2	1	29	2	-99	604
447	weak	non_attack_first	1	1	2	1	1	It seems that the blood thinner makes the chance of falling into a permanent coma, after a complication in the surgery, significantly lower. This individual received a complication, thus the the thinner aided in his recovery.	the blood thinner helps with if a blood artery is blocked, and if there is a complication during the surgery, to help in the prevention of a coma. It seems to not aid in preventing complications. There wasn't a complication during the surgery and thus the blood thinners wasn't the reason for the success of the surgery	11	9	3	1	19	1	-99	1018
457	weak	non_attack_first	1	1	2	1	6	The results show that no patient went into a coma after having received the blood thinner. Although there are some patients who didn't have the blood thinner were able to avoid a coma after they had complications in their surgery, the fact that zero patients on blood thinners went into a coma suggest that the blood thinner almost guarantees them not going into a coma.	As I understand it, the blood thinner is effective if there is a complication in the patient's surgery and so as patient 55 did not have any complications, the fact that he/she did not go into a coma was not to do with the blood thinner but the fact that his/her surgery had no complications.	11	9	1	1	36	2	No. I had no technical problems.	1323
469	weak	non_attack_first	1	1	2	1	7	It is likely helped by the blood thinner however there are people in the placebo group with the same result and they hadnt received the blood thinner.	None of the patients in either study lapsed into a coma when the complication did not occur, as the complication didnt occur for patient 55 it is highly unlikely he wouldve lapsed into a coma. However, there is always a chance and these are only the results of one sample.	10	8	2	1	20	2	-99	523
476	weak	non_attack_first	1	1	2	1	6	The second study suggested that there was a 50:50 chance of not falling into a coma after the complication occurred anyway, so it is possible that even without the blood thinner they would have not suffered a permanent coma.	No, he likely didn't fall into a coma because he didn't have the complication to begin with.	10	6	2	1	27	2	-99	831
477	weak	non_attack_first	1	1	2	1	6	Complication occurred, with no coma	The complication did not occur - the blood thinner, as I understand it, prevents coma when the complication occurs	11	11	1	1	41	1	-99	338
500	weak	non_attack_first	1	1	2	1	4	In this instance, complications arose during surgery however the patient didn't lapse into a coma. It is a high possibility that the blood thinners helped in preventing the coma.	I chose 50/50 because other factors could also have prevented the patient from having no complication and thus not lapsing into a permanent coma. One such factor is that the Lord was protecting I'm during surgery.	6	8	6	1	45	2	-99	1037
508	weak	non_attack_first	1	1	2	1	11	The complication occurred but most likely the blood thinner administered prior to the surgery helped prevent the patients from lapsing into a permanent coma.	The complication didn't occur so the efficacy of the blood thinner cant really be judged in that situation	11	9	6	1	30	1	-99	607
514	weak	non_attack_first	1	1	2	1	6	From the placebo group, I can see that there is a 50/50 chance of coma after the complication so I think it has something to do with chance as well as the blood thinner	the risk of falling into a coma comes from the complication occurring, but that did not happen to patient 55	11	10	1	1	30	2	-99	501
520	weak	non_attack_first	1	1	2	1	6	50% who did not take the thinner did not have the complication so we can not say for certain that the thinner prevented but it does help in some cases	50% who did not take the thinner did not have the complication so we can not say for certain that the thinner prevented but it does help in some cases	11	9	8	1	56	1	Some pages failed to load on the first attempt	706
527	weak	non_attack_first	1	1	2	1	7	no patients that had the thinners lapsed into coma	no patients lapsed into a coma that had the blood thinners	8	11	11	1	52	2	-99	849
542	weak	non_attack_first	1	1	2	1	4	As some patients in the placebo group experienced the complication but did not end up in a coma, it is clear that this outcome is possible without a blood thinner, therefore whilst it appears likely the blood thinner reduces chances, we cannot be sure that it the blood thinner causes the lack of coma.	There is little way to prove the coma was prevented as a result the blood thinner as clearly, by the results of the placebo group, patients can experience the complication without the resulting coma, so it is possible that in the study using blood thinner, the patients with the complication experienced this in the same way as those in the placebo group with the compilation who did not fall into a coma. It is likely, looking at the successful results of the blood thinner group, that the treatment does prevent the coma, however we cannot be certain.	10	9	9	1	21	2	-99	852
543	weak	non_attack_first	1	1	2	1	8	There is never a definitive chance, but looking at the other results the thinner does make a clear difference. he could have been one of those patients it doesn't effect tho	There is never a 100% chance of something like that happening, but there is a good chance the thinner could have helped prevent a clot which could have caused complications	11	8	3	1	34	1	-99	469
552	weak	non_attack_first	1	1	2	1	7	Most of the ones in the placebo group who did have the complication went on to be in a coma - therefore the effect of the thinner is stronger - but since if this person hadn't had the thinner they might not have gone into coma we can't say for definite their result was because of the thinner.	About half would have gone into coma regardless of blood thinner, so we don't know for definite that this one didn't because of the thinner.  However, looking at what happens to similar people who don't get the thinner, it prevents all (in this sample - not definite it would apply to everyone in future) who would have done, had they not had the thinner.  Therefore we can't say for sure that it was as a result of the thinner - they might have been one of the half that wouldn't have gone into coma anyway - but there is a roughly equal chance that it was as a result of the the the thiner.	11	9	6	1	57	2	-99	923
553	weak	non_attack_first	1	1	2	1	8	I think the same as in the previous question. Although we also take into account the fact that each organism is different, the above research results show that in 100% none of the patients who were given blood thinner and fell into a coma. It is possible that his body was so weak that complications occurred, but due to blood thinner he did not fall into a coma	Since the patients to whom it was administered, none of them fell into a coma, so there is a very high probability that it was due to blood thinner	11	9	10	1	19	2	-99	850
555	weak	non_attack_first	1	1	2	1	6	The blood thinner certainly helped his chances of not being in a coma	As no one who received the blood thinner fell into a coma then patient 55 couldn't fall into a coma based purely on that fact. He may never have fallen into the coma as the complication didn't occur so in some ways the blood thinner was irrelevant to that particular case but by having the blood thinner not falling into a coma became a certainty.	11	9	9	1	55	2	-99	2507
575	weak	non_attack_first	1	1	2	1	5	Same as before, since none of the people that received blood thinner leaped into a coma. That is what makes me confident in my answers.	Since none of the patients that receive blood thinner had lapsed into a coma. That is what makes me confident	11	9	9	1	22	2	-99	779
586	weak	non_attack_first	1	1	2	1	8	Many of the patients in the other hospital who had complications did fall into a coma, but none of the patients in this hospital did. Just like in my last written answer, correlation does not equal causation, hence why my answer is not the farthest to the right, but it seems like theres a high chance that the blood thinner prevented the coma.	It seems as if all the patients that received the blood thinner did not go into a coma afterwards. My answer is somewhat between 50:50 and  It certainly was because of the blood thinner  because although the results seem to prove that the blood thinner works, correlation does not equal causation, meaning that we can not be 100% that the blood thinners do not ensure that the patient does not fall into a coma.	9	9	9	1	20	2	No	635
594	weak	non_attack_first	1	1	2	1	6	complication makes coma more likely	some of the patients with no thinner had no complications and no coma so result could be happenstance	10	8	9	1	36	2	-99	525
601	weak	non_attack_first	1	1	2	1	8	I would now say that I am a bit more confident that it was to do with the blood thinner because the complication did happen but the patient didn't go into a coma. Obviously there is a chance the patient would have avoided the permanent coma without the drug, so I'm not 100% confident	I would say this patient not going into a coma is less likely due to the blood thinner because the complication never occurred. If this was a patient where the complication occurred but they still didn't go into a coma i would be a bit more confident that it was due to the blood thinner.	10	7	3	1	22	2	N/A	634
609	weak	non_attack_first	1	1	2	1	6	Compared to the results of the patients that did not take the blood thinner, The patients thst did take the blood thinner never went into a coma.	I chose this answer because based on all the results not one person fell into a coma that took the blood thinners vs the people that didn't take the blood thinners.	11	11	11	1	25	2	None.	644
615	weak	non_attack_first	1	1	2	1	8	The complication did occur but the patient did not lapse into a coma, this was likely to the blood thinner but cannot be sure as the blood thinner doesn't work 100% of the time.	The patient didn't have the complication and did not lapse into a coma so the blood thinner was not an issue.	11	9	1	1	35	2	-99	798
630	weak	non_attack_first	1	1	2	1	8	This appears  to be stronger evidence for the effectiveness of the blood thinner : there  were almost as many incidents of complications blood-thinner or not - but no consequent comas in those to whom it had been administred.	It looks like taking the blood thinner helps  improves the likelihood of successful outcomes  - but there could be other cause/reasons  for persons  going into comas during/post surgery that would occur whether or not a blood thinner had been administered	3	10	8	1	60	2	-99	1334
632	weak	non_attack_first	1	1	2	1	5	Results would suggest that for those who suffered this complication, it is likely that the receiving of a blood thinner prior to surgery helped this patient avoid coma, but that can not be said with absolute complete certainty	There are some cases where this can be the outcome if they haven't received blood thinner so hard to say for definite but results suggest there certainly is no harm caused by having the blood thinner prior to surgery	10	8	6	1	39	2	-99	457
641	weak	non_attack_first	1	1	2	1	7	Similar answer to the previous question, there is no way that I can give 100% confidence that the thinner was the sole reason for the avoidance of the coma - factors such as human error by the surgeon or general health of the patient.	While the thinner usage in the sample group showed a 100% no coma rate, taking the placebo only gave a 25% chance of a coma in the sample. Therefore while it points to that taking the thinner gave a 100% chance of not falling into a coma, other factors such as human error by the surgeon or general health of the patient are not factored into this decision.	9	9	9	1	43	1	-99	1154
648	weak	non_attack_first	1	1	2	1	4	Again the patient may have had the same outcome without the thinner but on balance it may have helped and certainly not hindered the patient	The patient could have had the same outcome without the blood thinner however I'm sure that on balance it *could* have helped.  It certainly would not have hindered the patient	11	9	9	1	48	2	-99	673
657	weak	non_attack_first	1	1	2	1	10	Given the fact that it is possible to experience the complication during surgery and still not fall into a coma without the thinner, then it is possible that the blood thinner was not the reason for their avoiding coma (or at least not the soul reason). However, it appears to be statistically likely that the thinner made a different and quite probably a decisive difference.	They didn't lapse into a coma because no complication occurred during the surgery. If the complication had occurred, perhaps then the thinner would have prevented them falling into a permanent coma.	10	9	1	1	42	1	-99	703
668	weak	non_attack_first	1	1	2	1	9	It is possible not to lapse into comma without the thinner, but it is quite unlikely.	The blood thinner is supposed to prevent the given complication, which has not actually occur. So in my understanding it was not due to the blood thinner that the patient did not lapse into comma after the surgery.	11	10	1	1	18	1	-99	2373
672	weak	non_attack_first	1	1	2	1	4	Despite some complications, no comas were suffered by those receiving the blood thinner so there is a very good probability that patient 53 would not go into a coma.	It's certainly not 100% attributable to taking the blood thinner because 50% of those taking a placebo did not suffer complications however taking the blood thinner would increase the chances of not suffering complications and a coma.	11	9	9	1	68	1	none	952
675	weak	non_attack_first	1	1	2	1	7	Given that the complication did occur and the patient did not go into coma, it is more likely that the blood thinning played a part.	I have selected 50:50 as a complication didn't arise during surgery so it is hard to determine whether the blood thinning may have had an effect.	11	10	6	1	36	2	-99	897
680	weak	non_attack_first	1	1	2	1	10	Given the overall results and the context it would seem so, however I think as everyone is unique there are usually other factors to consider as well.  Also, as a person with faith in Christ and His healing, who is say within these quantified results who has been protected by divine intervention and prayer.	The complication as I understand was if the surgeon made a mistake with the artery, and the blood thinners simply an advantage in such a case. Here there have been no complications.	10	10	2	1	41	2	-99	913
687	weak	non_attack_first	1	1	2	1	9	The complication occurred yet he was fine, we cannot say this was definitely due to the thinner in one specific case though.	Because he did not have the complication it is not easy enough to say that the thinner helped.	11	9	6	1	18	1	None	364
709	weak	non_attack_first	1	1	2	1	4	The blood thinner was responsible for making sure the chances of 53 falling into a coma was 0% despite having complications	Only about a quarter of people who didn't take the blood thinner did fall into a coma so, originally the chances of 55 falling into a coma without the thinner was about 25%. however,  The blood thinner was responsible for making sure the chances of 55 falling into a coma was 0%	11	11	11	1	27	1	None	1378
714	weak	non_attack_first	1	1	2	1	8	They were treated so they most likely didn't have a coma because of it	It may just be that he didn't by chance	9	8	8	1	23	2	-99	764
715	weak	non_attack_first	1	1	2	1	6	The thinner was certainly effective in preventing a coma as no body from this group who took the thinner fell into one.	The blood thinner is meant to prevent blocks in specific veins during surgery. Based on the study, a high number of patients who didn't receive the thinner had a coma from complications as against those who received the thinner. It would be possible to infer that the thinner reduces the chances of complications which in turn leads to the coma.	11	11	9	1	40	1	-99	1471
725	weak	non_attack_first	1	1	2	1	6	Half of patients who suffered the complication on the placebo fell into a coma. The blood thinner may have prevented this however it is not possible to confirm either way.	They didn't suffer the complication so the blood thinner didn't stop them from falling into a coma. No one fell into a coma without the complication happening.	11	6	1	1	34	2	-99	542
726	weak	non_attack_first	1	1	2	1	9	There's huge probability that Patient 53 did not lapsed into coma thanks to blood thinner, because blood thinner influences how many people that had complications and would lapse into coma - don't. However, it's not a 100%, because we see that in a control group there's also quite numerous group of pantients that did experience ocmplications and still did not lapsef into coma.	When comparing control group with test group, we see that more or less the same number of people that had no complications during surgery did not lapse into coma. What blood thinner changed is number of people that lapsed into coma after experiencing complication drugin surgery. That's why I'm that certain that situation of Patient 55 is not due to blood thinner.	11	8	3	1	28	1	-99	1098
731	weak	non_attack_first	1	1	2	1	6	In all patients that took the blood thinner none of them fell in a coma this is due to the blood thinner preventing this from happening even if the complications occured.	Patient did not fall in a coma this is because the complications did not occur.	11	11	1	1	21	1	no, great survey	576
741	weak	non_attack_first	1	1	2	1	10	the patients who did not have thinner and had the complication nearly all fell into a coma, therefore it is highly likely though not certain that the thinner helped this patient avoid a coma	the complication occurring does not always mean a coma will follow, likewise having the surgery itself without complication does not mean a coma will not follow.  In cases where placebo was taken complication nearly always led to coma.  There are several different factors in play so I can't say with certainty that the thinner caused them not to fall into a coma, but my best guess is it improves survival rates by about half.	11	9	6	1	46	1	-99	626
758	weak	non_attack_first	1	1	2	1	6	it would appear that the patient didn't lapse into coma despite the complication because they received the blood thinner but this cannot be guaranteed 100%	The patient received the blood thinner and so the risk of the complication was reduced. however, you cannot guarantee that it was the blood thinner that prevented the complication and subsequent coma because of other extenuating factors.	11	10	9	1	19	2	-99	577
372	weakest	non_attack_first	1	1	2	1	5	It is not certain if the patient survived the permanent coma because of the blood thinner, since there are other cases where the patients didn't take the blood thinner and still survived the coma	The patient did not fall into a permanent coma because there was no complication during the surgery	11	6	1	1	28	1	-99	1267
378	weakest	non_attack_first	1	1	2	1	4	We can assume that the patient did not fall into a coma because he was given the blood thinner but he may not have fallen into a coma anyway as evidenced in the patients who received the placebo.	Because the complication did not occur during his surgery so the blood thinner was of no consequence.	11	8	1	1	47	2	-99	823
387	weakest	non_attack_first	1	1	2	1	4	We can see that some patients who experience the complication but do not take thinner do not fall into a coma, therefore something other than the thinner is at play and could be responsible here. We can also see that no patients who received the thinner and experienced the complication fell into a coma, whereas about a third of those who did not take the thinner and experienced the complication fell into a coma.	No patient fell into a coma without experiencing complications, irrespective of whether they had taken thinner. This means that by far the most likely reason this patient did not fall into a coma was that there were no complcations.  However, we cannot be 100% sure as we do not have a very big sample size so it could be possible for someone to not experience complications, but to have be vulnerable to fall into a coma if they had not taken the thinner	10	8	2	1	53	2	-99	1203
392	weakest	non_attack_first	1	1	2	1	3	There is a strong link between avoiding coma and recieving the blood thinner.	Patient 55 avoided falling into a permanent coma because they avoided complications. There are a similar number of patients in both groups who avoided complications and none of them lapsed into a permanent coma. Therefore it is highly likely that Patient 55 would have avoided coma regardless of which group they were in.	11	9	2	1	42	1	-99	2306
400	weakest	non_attack_first	1	1	2	1	8	I have chose 50:50 as it isn't possible to be certain that the blood thinner meant that the patient didn't end up in a coma, as there are patients on both side who had the complication but didn't lapse in to a coma. This patient could have potentially been one who would never of ended up in a coma.	I have indicated 50:50 as I feel like it is difficult to judge whether it was the blood thinner or not. When looking at both sets of figures you can see that there we're people in both trial groups who didn't experience any complication, so potentially the patient would never of had the issue in the first place. But there is also no way to rule out whether it was because of the blood thinner without further testing	11	6	6	1	27	2	-99	718
407	weakest	non_attack_first	1	1	2	1	4	100/120 patients that received the blood thinner prior to surgery had complications, but 100% of them avoided falling into the coma. Therefore, it is right to assume that the blood thinner is 100% effective at preventing comas in this type of surgery	The coma only occurs if there is a complication during the surgery, not if the blood thinner was administered. As there was no complication, the patient should not have slipped into a coma.	11	11	1	1	30	1	N/A	674
420	weakest	non_attack_first	1	1	2	1	5	Again, the blood thinner is proven to be responsible for preventing a coma in those that suffer the complications, so high confidence it is the cause of this.	The data supports that the blood thinner always prevents a coma in patients, so I have high confidence it was a large contributing factor for patient 55	11	9	9	1	30	1	-99	862
425	weakest	non_attack_first	1	1	2	1	7	Again the patient suffered the complication but whether they fell into coma or not isnt necessarily determined by using the thinner.	Because its unsure as to whether the thinner would or wouldnt have resulted in them going into a coma without the thinner administered beforehand.	11	6	6	1	35	2	None	439
433	weakest	non_attack_first	1	1	2	1	6	I believe that the blood thinner prevented the patient from falling into a coma despite the occurence of the complication. So the complication occured, but the patient did not fall into a coma because of the prevantative method used.	The patient did not fall into a coma simply because no complication occured during surgery, therefore I believe that it was less because of the blood thinner which would have prevented the risk of falling into a coma if a complication occured, but moreso the fact that the surgeon did not block a certain artery by accident.	11	11	3	1	28	2	-99	860
436	weakest	non_attack_first	1	1	2	1	6	The control group shows that around half of patients enter a coma after the complication, and half do not. This is improved to 100% that do not with blood thinner. There's therefore about half a chance that the blood thinner is the reason that this patient did not enter into a coma.	The blood thinner does not appear to decrease the occurance of complications during surgery, only affects whether or not a patient lapses into coma after the complication. Patient 55 did not have a complication during surgery.	10	6	2	1	31	1	I *think* that at the start of the study, the scenario may have said that two different surgeries were used for the placebo group and the blood thinner group. I couldn't help thinking that this would be an uncontrolled variable in the imaginary study, and that both the placebo group and the blood thinner group should be studied at the same hospital, maybe even with the same surgical staff to control for the possibility that one surgery or doctor does something different/better during/after the procedure that prevents the coma, which has nothing to do with the blood thinners.	1873
442	weakest	non_attack_first	1	1	2	1	6	the majority of complications during this procedure result in a coma and since the patient avoided being placed into a coma after complications my deduction is that the drug administered helped the patient	without understanding how the surgery went it is difficult to judge whether the blood thinner had an effect as the complications usually arise from the surgeon during the procedure	10	11	6	1	43	1	-99	1026
452	weakest	non_attack_first	1	1	2	1	5	again if given the thinner none lapsed into a coma	because they all never slipped into a coma if given the thinner	7	11	11	1	54	1	-99	563
468	weakest	non_attack_first	1	1	2	1	5	The blood thinner seems to always prevent the coma, but there's also patients in the placebo section that had a complication but didn't go into a coma so there's a chance element to it as well.	I would say that the patient avoided the coma because there were no complications, as the benefit of the blood thinner only comes about after a complication.	11	9	2	1	25	1	-99	652
472	weakest	non_attack_first	1	1	2	1	7	In the test group no one fell into a coma despite having complications. in the control group many had complications and then went on to fall into a coma.	The patient had the blood thinner and did not lapse into a coma. Many of those who did not have the blood thinner similarly also did not lapse into a coma. Therefore, it cannot be concluded that the patient avoided falling into a coma solely due to the blood thinner.	5	11	6	1	37	2	-99	875
473	weakest	non_attack_first	1	1	2	1	7	The patient after receiving the blood thinner had some complications during the surgery but didn't fall into a permanent coma	The patient avoided falling into a permanent coma by receiving the blood thinner.	10	6	9	1	26	1	-99	827
481	weakest	non_attack_first	1	1	2	1	6	I'm not sure of how effective the blood thinner was.	I'm not sure if the blood thinner had a guaranteed effect or not.	6	6	6	1	35	1	-99	1021
482	weakest	non_attack_first	1	1	2	1	6	I am going to say that the blood thinner was a factor that avoided the coma, but I can't say for sure because we don't know if this patient would have been one of the people who avoided a coma despite the complication and no blood thinner.	We don't really know if the blood thinner affected whether the patient avoided the coma as he/she didn't experience the complication that can lead to this condition.	11	9	6	1	42	2	-99	666
489	weakest	non_attack_first	1	1	2	1	6	Patient experienced complications but did not lapse into a coma or similar and given the number of complications in control group, it is reasonable to think the blood thinners helped here.	The patient,55, was in the live drug group, and given the number of complications in the control group, its a relatively safe bet that the use of blood thinners helped them	9	7	9	1	27	2	-99	1187
502	weakest	non_attack_first	1	1	2	1	6	All patients who received the thinner did not lapse into a coma even if some had complications.	Yes because all patients who received the thinner did not fall into a permanent coma.	11	11	11	1	35	2	-99	738
506	weakest	non_attack_first	1	1	2	1	4	All the patients that had complications during the surgery but had received the blood thinner prior to the surgery did not lapse into a coma. The blood thinner certainly must be the reason why Patient 53 did not lapse into a coma.	Patient 55 did not have a complication during the surgery so the blood thinner made no difference.	11	11	1	1	48	1	.	2005
519	weakest	non_attack_first	1	1	2	1	9	Patient 53 did experience complications but didn't lapse into a coma. Patients who took the blood thinner have a 70% better chance of not falling into a coma than those who only took the placebo.	Patient 55 didn't experience complications and the number of patients who didn't experience complications is the same whether they took the blood thinner or not. Of the patients who feel into a coma, all of them had complications.	11	8	6	1	45	1	-99	1403
525	weakest	non_attack_first	1	1	2	1	6	The majority of patients experienced complications during surgery, however NO patient slipped into a coma.  This contrasted strongly with the placebo group which had many instances of coma. Therefore the THINNER for the blood was effective at preventing falling into coma.	100% of the patients who took the blood thinner did not fall into a coma.  However the vast majority did experience a complication during surgery.	11	11	11	1	44	1	no technical issues occurred.	1452
534	weakest	non_attack_first	1	1	2	1	6	Maybe, the blood thinner seems to help some bit	I think the blood thinner has some effect, but not too much	7	7	7	1	33	2	-99	532
541	weakest	non_attack_first	1	1	2	1	6	Coming across complications does not necessarily mean the patient will fall into a permanent coma as patients receiving the placebo and undergoing complications do not always fall into a coma. The blood thinner definitely increased the chances of not falling into a coma though	Complications seemed to occur about 75% of the times for patients who had taken the blood thinner but the blood thinner does not play a part in whether there are complications.	11	6	1	1	49	1	-99	778
544	weakest	non_attack_first	1	1	2	1	4	no way to know for an individual person, but based off the 100% success rate of the surgery, i can assume it made an effect	The patient had the blood thinner, but did not have a complication, so there is no wat to know if the blood thinner had an effect on a single individual	11	8	6	1	39	1	-99	724
547	weakest	non_attack_first	1	1	2	1	5	Over 50% of placebo group had same result as patient 53.  No of complications was fairly equal in both groups.  Whilst Group B had all the coma incidences it does not follow that patient 53 would have been likewise if he.she was in that group.  In other words patient 53's outcome would probably have been the same in either group. hence my 50/50 confidence.	He/she definitely received thinners and definitely had neither a complication or coma lapse.  However, over 15% of the placebo group had same outcome a patient 55. Roughly same numbers in eacch group had same result as patient 55 so to my mind this does not provide conclusive evidence one way or other as to the efficacy for patient 55.	10	6	6	1	66	1	It stalled and recycled through the understanding questions but moved on after 2nd cycle.	2290
